

软件版本	3.11.19



实验文件路径:	C:\Users\inlab\Desktop\AuNSs400-800.xpt
方案文件路径:	



板编号	板 4
日期	2023/6/29
时间	17:22:42
检测仪类型:	Epoch 2
检测仪序列号:	2205170B
检测类型	检测仪

程序详细信息

板类型	96 WELL PLATE
完成后弹出板	
检测	吸收光 光谱
	A1..A6
	开始: 400 nm,  停止: 800 nm,  步骤: 1 nm
	检测前校准
	检测速度: 正常,  延迟: 100 msec,  测量值/数据点: 8

Spectrum

波长	A1	A2	A3	A4	A5	A6	A7	A8	A9	A10	A11	A12	B1	B2	B3	B4	B5	B6	B7	B8	B9	B10	B11	B12	C1	C2	C3	C4	C5	C6	C7	C8	C9	C10	C11	C12	D1	D2	D3	D4	D5	D6	D7	D8	D9	D10	D11	D12	E1	E2	E3	E4	E5	E6	E7	E8	E9	E10	E11	E12	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10	F11	F12	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	H1	H2	H3	H4	H5	H6	H7	H8	H9	H10	H11	H12
400	0.530	0.544	0.548	0.537	0.584	0.590																																																																																										
401	0.529	0.543	0.547	0.536	0.583	0.587																																																																																										
402	0.528	0.542	0.546	0.535	0.582	0.584																																																																																										
403	0.527	0.541	0.545	0.533	0.581	0.581																																																																																										
404	0.526	0.540	0.544	0.532	0.580	0.581																																																																																										
405	0.525	0.539	0.543	0.532	0.579	0.579																																																																																										
406	0.524	0.538	0.542	0.531	0.578	0.579																																																																																										
407	0.524	0.538	0.541	0.530	0.577	0.578																																																																																										
408	0.523	0.537	0.540	0.529	0.576	0.575																																																																																										
409	0.522	0.536	0.539	0.528	0.575	0.575																																																																																										
410	0.521	0.535	0.538	0.527	0.574	0.573																																																																																										
411	0.520	0.534	0.537	0.526	0.573	0.573																																																																																										
412	0.519	0.533	0.536	0.525	0.572	0.571																																																																																										
413	0.518	0.532	0.535	0.524	0.571	0.571																																																																																										
414	0.518	0.531	0.534	0.523	0.571	0.569																																																																																										
415	0.517	0.530	0.534	0.522	0.570	0.567																																																																																										
416	0.516	0.529	0.533	0.521	0.569	0.567																																																																																										
417	0.515	0.528	0.532	0.520	0.568	0.565																																																																																										
418	0.514	0.527	0.531	0.519	0.567	0.563																																																																																										
419	0.513	0.526	0.530	0.518	0.566	0.562																																																																																										
420	0.513	0.526	0.529	0.517	0.565	0.563																																																																																										
421	0.512	0.525	0.528	0.517	0.564	0.564																																																																																										
422	0.511	0.524	0.527	0.516	0.563	0.564																																																																																										
423	0.511	0.523	0.527	0.515	0.563	0.563																																																																																										
424	0.510	0.523	0.526	0.514	0.562	0.563																																																																																										
425	0.509	0.522	0.525	0.513	0.561	0.564																																																																																										
426	0.508	0.521	0.524	0.512	0.560	0.564																																																																																										
427	0.508	0.520	0.524	0.512	0.559	0.563																																																																																										
428	0.507	0.519	0.523	0.511	0.558	0.563																																																																																										
429	0.506	0.519	0.522	0.510	0.557	0.561																																																																																										
430	0.505	0.518	0.521	0.509	0.556	0.560																																																																																										
431	0.505	0.517	0.520	0.509	0.555	0.560																																																																																										
432	0.504	0.516	0.519	0.508	0.555	0.559																																																																																										
433	0.503	0.515	0.519	0.507	0.554	0.558																																																																																										
434	0.502	0.515	0.518	0.506	0.553	0.559																																																																																										
435	0.501	0.514	0.517	0.505	0.552	0.558																																																																																										
436	0.501	0.513	0.516	0.505	0.551	0.558																																																																																										
437	0.500	0.512	0.515	0.504	0.550	0.555																																																																																										
438	0.499	0.512	0.515	0.503	0.549	0.554																																																																																										
439	0.498	0.511	0.514	0.502	0.548	0.553																																																																																										
440	0.498	0.510	0.513	0.502	0.547	0.554																																																																																										
441	0.497	0.509	0.513	0.501	0.547	0.553																																																																																										
442	0.496	0.509	0.512	0.500	0.546	0.553																																																																																										
443	0.496	0.508	0.511	0.500	0.545	0.552																																																																																										
444	0.495	0.507	0.511	0.499	0.545	0.551																																																																																										
445	0.494	0.507	0.510	0.498	0.544	0.551																																																																																										
446	0.494	0.506	0.509	0.498	0.543	0.549																																																																																										
447	0.493	0.505	0.509	0.497	0.542	0.550																																																																																										
448	0.493	0.505	0.508	0.497	0.542	0.550																																																																																										
449	0.492	0.504	0.508	0.496	0.542	0.549																																																																																										
450	0.492	0.504	0.507	0.495	0.541	0.549																																																																																										
451	0.491	0.503	0.507	0.495	0.540	0.548																																																																																										
452	0.491	0.503	0.506	0.494	0.540	0.548																																																																																										
453	0.490	0.502	0.506	0.494	0.539	0.548																																																																																										
454	0.490	0.502	0.505	0.493	0.539	0.547																																																																																										
455	0.489	0.501	0.505	0.493	0.538	0.546																																																																																										
456	0.489	0.501	0.504	0.492	0.538	0.546																																																																																										
457	0.489	0.500	0.504	0.492	0.538	0.544																																																																																										
458	0.488	0.500	0.504	0.492	0.537	0.543																																																																																										
459	0.488	0.499	0.503	0.491	0.537	0.544																																																																																										
460	0.488	0.499	0.503	0.491	0.537	0.547																																																																																										
461	0.488	0.499	0.503	0.491	0.537	0.547																																																																																										
462	0.488	0.499	0.503	0.491	0.537	0.547																																																																																										
463	0.488	0.499	0.503	0.491	0.537	0.545																																																																																										
464	0.487	0.499	0.503	0.491	0.536	0.545																																																																																										
465	0.487	0.499	0.503	0.491	0.536	0.545																																																																																										
466	0.487	0.499	0.503	0.491	0.536	0.544																																																																																										
467	0.488	0.499	0.503	0.491	0.536	0.545																																																																																										
468	0.488	0.499	0.503	0.491	0.537	0.546																																																																																										
469	0.488	0.500	0.503	0.492	0.537	0.546																																																																																										
470	0.488	0.500	0.504	0.492	0.537	0.546																																																																																										
471	0.488	0.500	0.504	0.493	0.537	0.546																																																																																										
472	0.489	0.501	0.505	0.493	0.538	0.546																																																																																										
473	0.489	0.501	0.505	0.494	0.538	0.546																																																																																										
474	0.490	0.502	0.506	0.494	0.539	0.547																																																																																										
475	0.491	0.503	0.507	0.495	0.540	0.546																																																																																										
476	0.492	0.504	0.508	0.496	0.541	0.548																																																																																										
477	0.493	0.506	0.509	0.498	0.542	0.549																																																																																										
478	0.494	0.507	0.511	0.499	0.543	0.549																																																																																										
479	0.495	0.508	0.512	0.500	0.545	0.551																																																																																										
480	0.497	0.510	0.514	0.502	0.547	0.550																																																																																										
481	0.499	0.512	0.516	0.504	0.549	0.550																																																																																										
482	0.501	0.515	0.519	0.507	0.551	0.550																																																																																										
483	0.504	0.518	0.521	0.509	0.554	0.556																																																																																										
484	0.506	0.520	0.524	0.511	0.556	0.563																																																																																										
485	0.508	0.522	0.526	0.513	0.559	0.564																																																																																										
486	0.510	0.525	0.529	0.516	0.562	0.564																																																																																										
487	0.514	0.529	0.533	0.520	0.566	0.569																																																																																										
488	0.517	0.533	0.537	0.524	0.570	0.573																																																																																										
489	0.521	0.537	0.541	0.527	0.574	0.575																																																																																										
490	0.525	0.541	0.546	0.532	0.578	0.576																																																																																										
491	0.531	0.548	0.552	0.538	0.584	0.584																																																																																										
492	0.535	0.553	0.557	0.543	0.589	0.588																																																																																										
493	0.540	0.558	0.562	0.548	0.595	0.593																																																																																										
494	0.546	0.564	0.569	0.554	0.601	0.597																																																																																										
495	0.554	0.573	0.577	0.562	0.609	0.603																																																																																										
