

软件版本	3.11.19



实验文件路径:	C:\Users\inlab\Desktop\AuNSs400-800.xpt
方案文件路径:	



板编号	板 8
日期	2023/7/25
时间	9:15:59
检测仪类型:	Epoch 2
检测仪序列号:	2205170B
检测类型	检测仪

程序详细信息

板类型	96 WELL PLATE
完成后弹出板	
检测	吸收光 光谱
	A1..A6
	开始: 400 nm,  停止: 800 nm,  步骤: 1 nm
	检测前校准
	检测速度: 正常,  延迟: 100 msec,  测量值/数据点: 8

Spectrum

波长	A1	A2	A3	A4	A5	A6	A7	A8	A9	A10	A11	A12	B1	B2	B3	B4	B5	B6	B7	B8	B9	B10	B11	B12	C1	C2	C3	C4	C5	C6	C7	C8	C9	C10	C11	C12	D1	D2	D3	D4	D5	D6	D7	D8	D9	D10	D11	D12	E1	E2	E3	E4	E5	E6	E7	E8	E9	E10	E11	E12	F1	F2	F3	F4	F5	F6	F7	F8	F9	F10	F11	F12	G1	G2	G3	G4	G5	G6	G7	G8	G9	G10	G11	G12	H1	H2	H3	H4	H5	H6	H7	H8	H9	H10	H11	H12
400	0.428	0.459	0.595	0.621	0.891	0.994																																																																																										
401	0.427	0.458	0.594	0.620	0.890	0.993																																																																																										
402	0.426	0.457	0.592	0.618	0.887	0.990																																																																																										
403	0.425	0.456	0.591	0.617	0.885	0.988																																																																																										
404	0.424	0.455	0.590	0.615	0.883	0.986																																																																																										
405	0.423	0.454	0.588	0.614	0.882	0.984																																																																																										
406	0.422	0.453	0.587	0.613	0.880	0.982																																																																																										
407	0.421	0.452	0.586	0.612	0.878	0.980																																																																																										
408	0.420	0.451	0.585	0.610	0.877	0.978																																																																																										
409	0.419	0.450	0.584	0.609	0.875	0.976																																																																																										
410	0.419	0.449	0.583	0.608	0.873	0.974																																																																																										
411	0.418	0.449	0.582	0.607	0.872	0.972																																																																																										
412	0.417	0.448	0.580	0.605	0.870	0.971																																																																																										
413	0.416	0.447	0.579	0.604	0.868	0.969																																																																																										
414	0.415	0.446	0.578	0.603	0.867	0.967																																																																																										
415	0.415	0.445	0.578	0.602	0.865	0.966																																																																																										
416	0.414	0.445	0.577	0.601	0.864	0.964																																																																																										
417	0.414	0.444	0.576	0.600	0.862	0.962																																																																																										
418	0.413	0.443	0.575	0.599	0.861	0.961																																																																																										
419	0.412	0.442	0.574	0.598	0.860	0.959																																																																																										
420	0.412	0.442	0.573	0.597	0.858	0.958																																																																																										
421	0.411	0.441	0.572	0.596	0.857	0.956																																																																																										
422	0.411	0.441	0.572	0.596	0.856	0.955																																																																																										
423	0.410	0.440	0.571	0.595	0.855	0.954																																																																																										
424	0.410	0.439	0.570	0.594	0.854	0.953																																																																																										
425	0.410	0.439	0.570	0.593	0.853	0.952																																																																																										
426	0.409	0.438	0.569	0.593	0.852	0.950																																																																																										
427	0.409	0.438	0.568	0.592	0.851	0.950																																																																																										
428	0.408	0.437	0.568	0.591	0.850	0.949																																																																																										
429	0.408	0.437	0.567	0.591	0.849	0.947																																																																																										
430	0.408	0.436	0.567	0.590	0.848	0.946																																																																																										
431	0.407	0.435	0.566	0.589	0.847	0.945																																																																																										
432	0.407	0.435	0.565	0.589	0.846	0.944																																																																																										
433	0.407	0.435	0.565	0.588	0.846	0.943																																																																																										
434	0.406	0.434	0.564	0.588	0.845	0.943																																																																																										
435	0.406	0.434	0.564	0.587	0.844	0.942																																																																																										
436	0.405	0.434	0.563	0.587	0.844	0.941																																																																																										
437	0.405	0.433	0.563	0.586	0.843	0.940																																																																																										
438	0.405	0.433	0.562	0.586	0.842	0.940																																																																																										
439	0.405	0.432	0.562	0.585	0.842	0.939																																																																																										
440	0.404	0.432	0.561	0.585	0.841	0.939																																																																																										
441	0.404	0.432	0.561	0.585	0.841	0.938																																																																																										
442	0.404	0.432	0.561	0.585	0.841	0.938																																																																																										
443	0.403	0.432	0.561	0.585	0.841	0.938																																																																																										
444	0.403	0.432	0.561	0.585	0.841	0.937																																																																																										
445	0.403	0.431	0.561	0.585	0.841	0.937																																																																																										
446	0.403	0.431	0.561	0.585	0.840	0.937																																																																																										
447	0.404	0.432	0.561	0.585	0.841	0.937																																																																																										
448	0.404	0.432	0.561	0.585	0.841	0.938																																																																																										
449	0.404	0.432	0.561	0.585	0.841	0.938																																																																																										
450	0.404	0.432	0.562	0.585	0.842	0.938																																																																																										
451	0.404	0.432	0.562	0.586	0.842	0.939																																																																																										
452	0.404	0.433	0.563	0.586	0.843	0.939																																																																																										
453	0.405	0.433	0.563	0.587	0.843	0.939																																																																																										
454	0.405	0.433	0.564	0.587	0.844	0.940																																																																																										
455	0.405	0.434	0.564	0.588	0.845	0.941																																																																																										
456	0.406	0.434	0.565	0.588	0.846	0.942																																																																																										
457	0.406	0.434	0.566	0.589	0.847	0.943																																																																																										
458	0.407	0.435	0.566	0.590	0.848	0.944																																																																																										
459	0.408	0.436	0.567	0.591	0.849	0.945																																																																																										
460	0.408	0.436	0.568	0.592	0.850	0.947																																																																																										
461	0.408	0.437	0.569	0.593	0.852	0.948																																																																																										
462	0.409	0.438	0.570	0.594	0.853	0.950																																																																																										
463	0.409	0.439	0.571	0.595	0.855	0.952																																																																																										
464	0.410	0.440	0.573	0.597	0.857	0.954																																																																																										
465	0.411	0.441	0.574	0.598	0.859	0.956																																																																																										
466	0.412	0.442	0.576	0.600	0.861	0.958																																																																																										
467	0.414	0.443	0.577	0.602	0.864	0.961																																																																																										
468	0.415	0.444	0.579	0.604	0.866	0.963																																																																																										
469	0.416	0.446	0.581	0.606	0.869	0.967																																																																																										
470	0.417	0.447	0.583	0.608	0.872	0.970																																																																																										
471	0.419	0.449	0.585	0.610	0.875	0.973																																																																																										
472	0.420	0.451	0.588	0.613	0.879	0.977																																																																																										
473	0.422	0.453	0.590	0.616	0.883	0.981																																																																																										
474	0.424	0.455	0.593	0.619	0.887	0.985																																																																																										
475	0.426	0.457	0.597	0.623	0.892	0.990																																																																																										
476	0.428	0.460	0.600	0.626	0.897	0.996																																																																																										
477	0.431	0.462	0.604	0.630	0.902	1.002																																																																																										
478	0.433	0.465	0.608	0.634	0.908	1.008																																																																																										
479	0.436	0.468	0.612	0.639	0.914	1.014																																																																																										
480	0.439	0.472	0.617	0.644	0.921	1.021																																																																																										
481	0.443	0.476	0.622	0.650	0.929	1.030																																																																																										
482	0.448	0.480	0.629	0.656	0.938	1.039																																																																																										
483	0.452	0.484	0.634	0.662	0.945	1.047																																																																																										
484	0.454	0.488	0.638	0.667	0.952	1.054																																																																																										
485	0.457	0.492	0.643	0.672	0.959	1.062																																																																																										
486	0.460	0.496	0.649	0.679	0.968	1.071																																																																																										
487	0.466	0.502	0.657	0.687	0.980	1.083																																																																																										
488	0.470	0.507	0.664	0.694	0.989	1.094																																																																																										
489	0.475	0.513	0.671	0.702	1.000	1.105																																																																																										
490	0.481	0.519	0.680	0.712	1.013	1.118																																																																																										
491	0.488	0.527	0.691	0.722	1.028	1.134																																																																																										
492	0.494	0.533	0.699	0.731	1.040	1.146																																																																																										
493	0.499	0.539	0.708	0.741	1.053	1.159																																																																																										
494	0.506	0.547	0.718	0.751	1.067	1.174																																																																																										
495	0.515	0.557	0.731	0.765	1.086	1.193																																																																																										
496	0.525	0.567	0.745	0.780	1.106	1.214																																																																																										
497	0.532	0.576	0.756	0.792	1.122	1.231																																																																																										
498	0.541	0.585	0.769	0.806	1.140	1.249																																																																																										
499	0.548	0.594	0.780	0.818	1.156	1.266																																																																																										
500	0.557	0.604	0.794	0.831	1.174	1.284																																																																																										
501	0.567	0.615	0.808	0.846	1.195	1.305																																																																																										
502	0.577	0.626	0.824	0.862	1.215	1.327																																																																																										
503	0.587	0.637	0.838	0.878	1.236	1.348																																																																																										
504	0.599	0.650	0.855	0.895	1.259	1.371																																																																																										
505	0.609	0.661	0.870	0.910	1.280	1.392																																																																																										
506	0.619	0.672	0.884	0.926	1.301	1.413																																																																																										
507	0.630	0.684	0.900	0.943	1.323	1.436																																																																																										
508	0.642	0.698	0.918	0.962	1.347	1.460																																																																																										
509	0.653	0.710	0.934	0.978	1.370	1.482																																																																																										
510	0.666	0.724	0.952	0.996	1.394	1.507																																																																																										
511	0.677	0.736	0.968	1.013	1.416	1.529																																																																																										
512	0.688	0.748	0.984	1.030	1.439	1.551																																																																																										
513	0.699	0.760	0.999	1.045	1.458	1.571																																																																																										
514	0.710	0.771	1.014	1.060	1.479	1.591																																																																																										
515	0.719	0.782	1.027	1.074	1.497	1.610																																																																																										
516	0.728	0.792	1.040	1.086	1.514	1.626																																																																																										
517	0.739	0.803	1.054	1.101	1.533	1.645																																																																																										
518	0.748	0.812	1.066	1.112	1.549	1.662																																																																																										
519	0.755	0.821	1.077	1.123	1.563	1.676																																																																																										
520	0.761	0.828	1.085	1.131	1.575	1.688																																																																																										
521	0.768	0.835	1.093	1.139	1.586	1.699																																																																																										
522	0.774	0.841	1.101	1.146	1.596	1.710																																																																																										
523	0.780	0.847	1.107	1.152	1.605	1.720																																																																																										
524	0.784	0.851	1.111	1.155	1.611	1.727																																																																																										
525	0.788	0.853	1.114	1.157	1.614	1.733																																																																																										
526	0.789	0.854	1.115	1.157	1.616	1.736																																																																																										
527	0.790	0.854	1.114	1.155	1.615	1.738																																																																																										
528	0.790	0.854	1.112	1.152	1.613	1.738																																																																																										
529	0.788	0.852	1.109	1.148	1.610	1.736																																																																																										
530	0.786	0.849	1.105	1.143	1.605	1.733																																																																																										
531	0.781	0.844	1.098	1.135	1.596	1.728																																																																																										
532	0.776	0.837	1.088	1.124	1.584	1.718																																																																																										
533	0.770	0.830	1.077	1.112	1.571	1.709																																																																																										
534	0.763	0.822	1.067	1.100	1.557	1.699																																																																																										
535	0.754	0.812	1.053	1.086	1.541	1.686																																																																																										
536	0.746	0.801	1.038	1.069	1.522	1.671																																																																																										
537	0.735	0.790	1.023	1.052	1.502	1.655																																																																																										
538	0.726	0.778	1.008	1.037	1.484	1.640																																																																																										
539	0.712	0.763	0.988	1.016	1.459	1.619																																																																																										
540	0.699	0.748	0.968	0.994	1.433	1.596																																																																																										
541	0.688	0.735	0.951	0.977	1.411	1.577																																																																																										
542	0.676	0.723	0.933	0.959	1.390	1.559																																																																																										
543	0.665	0.710	0.917	0.942	1.368	1.540																																																																																										
544	0.651	0.695	0.896	0.920	1.343	1.516																																																																																										
545	0.636	0.678	0.875	0.898	1.314	1.490																																																																																										
546	0.621	0.662	0.853	0.876	1.286	1.464																																																																																										
547	0.608	0.646	0.834	0.855	1.260	1.440																																																																																										
548	0.593	0.631	0.813	0.835	1.234	1.416																																																																																										
549	0.581	0.619	0.796	0.818	1.212	1.395																																																																																										
550	0.567	0.603	0.776	0.797	1.185	1.368																																																																																										
551	0.552	0.587	0.754	0.775	1.156	1.341																																																																																										
552	0.539	0.572	0.734	0.755	1.129	1.315																																																																																										
553	0.525	0.557	0.716	0.737	1.105	1.290																																																																																										
554	0.511	0.543	0.697	0.717	1.079	1.265																																																																																										
555	0.499	0.530	0.680	0.700	1.057	1.241																																																																																										
556	0.486	0.515	0.661	0.681	1.030	1.214																																																																																										
557	0.475	0.502	0.644	0.664	1.007	1.190																																																																																										
558	0.461	0.488	0.625	0.645	0.982	1.163																																																																																										
559	0.448	0.475	0.608	0.627	0.958	1.139																																																																																										
560	0.436	0.462	0.591	0.610	0.934	1.112																																																																																										
561	0.425	0.450	0.575	0.595	0.913	1.089																																																																																										
562	0.416	0.440	0.563	0.583	0.896	1.071																																																																																										
563	0.407	0.430	0.550	0.570	0.877	1.050																																																																																										
564	0.396	0.420	0.536	0.555	0.858	1.029																																																																																										
565	0.386	0.408	0.521	0.541	0.837	1.006																																																																																										
566	0.377	0.399	0.508	0.528	0.820	0.987																																																																																										
567	0.368	0.390	0.496	0.516	0.803	0.968																																																																																										
568	0.360	0.381	0.485	0.505	0.786	0.949																																																																																										
569	0.351	0.372	0.473	0.493	0.770	0.930																																																																																										
570	0.343	0.363	0.462	0.482	0.754	0.913																																																																																										
571	0.336	0.354	0.451	0.471	0.737	0.893																																																																																										
572	0.327	0.346	0.440	0.460	0.722	0.875																																																																																										
573	0.321	0.339	0.430	0.451	0.709	0.860																																																																																										
574	0.313	0.332	0.421	0.442	0.696	0.845																																																																																										
575	0.308	0.326	0.413	0.433	0.684	0.831																																																																																										
576	0.301	0.319	0.405	0.425	0.672	0.817																																																																																										
577	0.295	0.313	0.396	0.417	0.660	0.803																																																																																										
578	0.289	0.306	0.388	0.408	0.648	0.789																																																																																										
579	0.283	0.300	0.379	0.400	0.636	0.775																																																																																										
580	0.277	0.293	0.371	0.392	0.624	0.761																																																																																										
581	0.271	0.288	0.364	0.385	0.614	0.749																																																																																										
582	0.267	0.283	0.357	0.378	0.605	0.738																																																																																										
583	0.262	0.277	0.349	0.371	0.595	0.726																																																																																										
584	0.256	0.272	0.342	0.364	0.585	0.715																																																																																										
585	0.252	0.267	0.336	0.358	0.576	0.704																																																																																										
586	0.247	0.262	0.329	0.352	0.567	0.693																																																																																										
